№ п/п,Наименование / ФИО,Категория,ОГРН,ИНН,Регион,Город,Дата включения в реестр,Наличие лицензий,"Наличие заключенных договоров, контрактов","Производство инновационной, высокотехнологичной продукции",Среднесписочная численность работников за предшествующий календарный год,id
381398,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-105""",Малое предприятие,1182130008587,2130203446,21 - Чувашская Республика - Чувашия,г Чебоксары,2018-10-09,Нет,Нет,Нет,18.0,10761292
381442,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-123""",Малое предприятие,1112130000730,2130083379,21 - Чувашская Республика - Чувашия,г Чебоксары,2016-01-08,Нет,Нет,Нет,49.0,3306698
381444,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-125""",Малое предприятие,1152130005060,2130153266,21 - Чувашская Республика - Чувашия,г Чебоксары,2016-01-08,Нет,Нет,Нет,17.0,9169141
381457,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-136""",Малое предприятие,1173668057012,3664231829,36 - Воронежская область,г Воронеж,2017-10-12,Нет,Нет,Нет,21.0,10439227
381459,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-14""",Малое предприятие,1145476151380,5404526310,54 - Новосибирская область,г Новосибирск,2016-01-08,Нет,Нет,Нет,21.0,8979560
381487,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-158""",Малое предприятие,1142130005269,2130136091,21 - Чувашская Республика - Чувашия,г Чебоксары,2016-01-08,Нет,Нет,Нет,48.0,8459686
381509,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-17""",Малое предприятие,1175032000076,5032273578,50 - Московская область,,2023-10-07,Да,Нет,Нет,17.0,10116104
381516,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-17""",Малое предприятие,1163926053170,3906980731,39 - Калининградская область,г Калининград,2016-01-08,Нет,Нет,Нет,15.0,9613383
381527,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-18""",Малое предприятие,1163926088842,3906346420,39 - Калининградская область,г Калининград,2017-10-01,Нет,Нет,Нет,12.0,10057936
381529,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-18""",Малое предприятие,1125032007132,5032255307,50 - Московская область,,2016-01-08,Нет,Нет,Нет,23.0,7485111
381540,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-19""",Малое предприятие,1163926088864,3906346444,39 - Калининградская область,г Калининград,2017-10-01,Нет,Нет,Нет,15.0,10057938
381549,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-2""",Малое предприятие,1066731043906,6730061705,67 - Смоленская область,г Смоленск,2016-01-08,Нет,Нет,Нет,79.0,1185581
381553,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-2""",Малое предприятие,1195543006790,5503185597,55 - Омская область,г Омск,2019-10-04,Нет,Нет,Нет,21.0,10962482
381573,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-20""",Малое предприятие,1163926088853,3906346437,39 - Калининградская область,г Калининград,2017-10-01,Нет,Нет,Нет,21.0,10057937
381586,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-2020""",Малое предприятие,1207800168146,7804678215,78 - г.Санкт-Петербург,,2021-10-01,Нет,Нет,Нет,28.0,11469407
381639,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-26""",Малое предприятие,1169658064190,6633025074,66 - Свердловская область,г Богданович,2016-01-08,Нет,Нет,Нет,54.0,9781900
381653,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-287""",Малое предприятие,1164704051984,4725002122,47 - Ленинградская область,,2016-01-08,Нет,Нет,Нет,7.0,9633646
381668,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-3""",Малое предприятие,1145045001694,5045056443,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,9.0,8908349
381706,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-4""",Малое предприятие,1031402047786,1435135189,14 - Республика Саха (Якутия),г Якутск,2016-01-08,Нет,Нет,Нет,15.0,5484078
381753,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-5""",Малое предприятие,1205800011867,5835137653,58 - Пензенская область,г Пенза,2021-10-01,Нет,Нет,Нет,83.0,11473054
381757,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-50""",Малое предприятие,1142130003355,2130134190,21 - Чувашская Республика - Чувашия,г Чебоксары,2016-01-08,Нет,Нет,Нет,29.0,8393966
381787,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-57""",Малое предприятие,1077847646997,7801451689,78 - г.Санкт-Петербург,,2016-01-08,Нет,Нет,Нет,15.0,2042055
381864,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-75""",Малое предприятие,5177746120239,7716874429,77 - г.Москва,,2017-10-11,Нет,Нет,Нет,20.0,10425697
381877,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-77""",Малое предприятие,1190280024440,277941181,02 - Республика Башкортостан,г Уфа,2019-10-05,Нет,Нет,Нет,44.0,10990777
381891,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-777""",Малое предприятие,1185053020932,5015015295,50 - Московская область,г Звенигород,2018-10-09,Нет,Нет,Нет,79.0,10767805
381906,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-8""",Малое предприятие,1130280004084,275079703,02 - Республика Башкортостан,г Уфа,2016-01-08,Да,Нет,Нет,20.0,7704969
381919,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-80""",Малое предприятие,1127847649148,7806491519,78 - г.Санкт-Петербург,,2016-01-08,Да,Нет,Нет,4.0,7585782
381948,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-9""",Малое предприятие,1166820055984,6829121640,68 - Тамбовская область,г Тамбов,2016-01-08,Нет,Нет,Нет,2.0,9746816
381969,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-95""",Малое предприятие,1037700150245,7734104422,77 - г.Москва,,2016-01-08,Да,Нет,Нет,39.0,6627306
381973,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-97""",Малое предприятие,1054700144883,4704059689,47 - Ленинградская область,г Светогорск,2016-01-08,Да,Нет,Нет,30.0,420875
382000,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-КУБАНЬСТРОЙ""",Малое предприятие,1182375057116,2364017082,23 - Краснодарский край,г. Кропоткин,2018-10-08,Да,Нет,Нет,71.0,10730832
382011,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-РЕМСТРОЙ 2""",Малое предприятие,1023404357756,3448024338,34 - Волгоградская область,г Волгоград,2016-01-08,Да,Нет,Нет,28.0,5584943
382021,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-СТРОИТЕЛЬ""",Малое предприятие,1141644000080,1644070062,16 - Республика Татарстан (Татарстан),г Альметьевск,2016-01-08,Нет,Нет,Нет,6.0,8294732
382053,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ""",Малое предприятие,1067206010255,7206032055,72 - Тюменская область,г Тобольск,2016-01-08,Да,Нет,Нет,20.0,1822848
382076,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУР 21""",Малое предприятие,1183668022449,3662263744,36 - Воронежская область,г Воронеж,2018-10-07,Нет,Нет,Нет,44.0,10702039
382078,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУСЕЛЬСТРОЙ""",Малое предприятие,1045300267649,5321096751,53 - Новгородская область,г Великий Новгород,2016-01-08,Нет,Нет,Нет,35.0,3260882
382091,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМЧ""",Малое предприятие,5157746188804,7723424163,77 - г.Москва,,2021-10-07,Нет,Нет,Нет,7.0,9558187
382227,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СНАБПРОМРЕСУРС""",Малое предприятие,1117746458763,7701922341,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,5.0,4553928
382261,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СНАБСЕРВИСМ""",Малое предприятие,1157746299193,7729455859,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,39.0,9163799
382299,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СНАБСТРОЙ""",Малое предприятие,1132728001163,2710006593,27 - Хабаровский край,,2016-01-08,Да,Нет,Нет,40.0,8027542
382375,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СНГ-ЮГРА""",Малое предприятие,1098602007360,8602157028,86 - Ханты-Мансийский автономный округ - Югра,г Сургут,2016-01-08,Да,Нет,Нет,12.0,4328107
382432,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СНИП""",Малое предприятие,1186234003670,6205000725,62 - Рязанская область,г Рязань,2018-10-04,Да,Нет,Нет,3.0,10582809
382457,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СНОВЕЛ""",Малое предприятие,1125256002464,5256111446,52 - Нижегородская область,г Выкса,2016-01-08,Да,Нет,Нет,48.0,277128
382568,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВДЕЛ-СТРОЙ""",Малое предприятие,1057101121109,7107086807,71 - Тульская область,г Тула,2016-01-08,Нет,Нет,Нет,43.0,3591329
382576,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВЕНГО""",Малое предприятие,1117746244098,7731404403,52 - Нижегородская область,г Нижний Новгород,2023-10-09,Да,Нет,Нет,9.0,5223337
382629,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ""САКОТЕК КОМПАНИ""",Малое предприятие,1076501007362,6501185674,65 - Сахалинская область,г Южно-Сахалинск,2016-01-08,Нет,Нет,Нет,37.0,5923471
382673,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННОЕ ДОРОЖНОЕ СТРОИТЕЛЬСТВО""",Малое предприятие,1177746110508,9718047080,77 - г.Москва,,2017-10-02,Нет,Нет,Нет,25.0,10095679
382677,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННОЕ ЖИЛИЩНОЕ СТРОИТЕЛЬСТВО""",Малое предприятие,1193256001828,3257067250,32 - Брянская область,г Брянск,2019-10-03,Нет,Нет,Нет,64.0,10949399
382694,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННОЕ СТРОИТЕЛЬСТВО""",Малое предприятие,1213900002073,3917054595,39 - Калининградская область,,2021-10-03,Нет,Нет,Нет,4.0,11533333
382705,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ БЕТОННЫЕ ТЕХНОЛОГИИ - СМОЛЕНСК""",Малое предприятие,1026701459971,6729023159,67 - Смоленская область,г Смоленск,2016-01-08,Нет,Нет,Нет,1.0,3307323
382740,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ КОММУНИКАЦИИ""",Малое предприятие,1127746237739,7710909869,77 - г.Москва,,2016-01-08,Да,Нет,Нет,121.0,1761674
382757,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ МОНОЛИТНЫЕ КОНСТРУКЦИИ""",Малое предприятие,1145038000073,5038103004,50 - Московская область,,2016-01-08,Нет,Нет,Нет,6.0,8278247
382764,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ ОКОННЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1182724000337,2723198420,78 - г.Санкт-Петербург,,2018-10-02,Нет,Нет,Нет,11.0,10512520
382813,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ СТРОИТЕЛЬНЫЕ СИСТЕМЫ""",Малое предприятие,1182375005240,2309158340,23 - Краснодарский край,г Краснодар,2018-10-02,Нет,Нет,Нет,12.0,10527275
382815,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ СТРОИТЕЛЬНЫЕ СИСТЕМЫ""",Малое предприятие,1061644064228,1644040050,16 - Республика Татарстан (Татарстан),г Альметьевск,2016-01-08,Нет,Нет,Нет,2.0,4085792
382816,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ - РЕГИОН""",Малое предприятие,1104436000415,4407011701,50 - Московская область,г Балашиха,2016-01-08,Нет,Нет,Нет,40.0,4548997
382862,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1096829002698,6829056077,68 - Тамбовская область,г Тамбов,2016-01-08,Нет,Нет,Нет,28.0,4203325
382922,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ ДОРОЖНОГО СТРОИТЕЛЬСТВА""",Малое предприятие,1137746937305,7713777794,77 - г.Москва,,2016-01-08,Нет,Нет,Нет,52.0,8139567
382937,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ СТРОИТЕЛЬСТВА ТРУБОПРОВОДОВ""",Малое предприятие,1145958033726,5905998433,59 - Пермский край,г Пермь,2016-01-08,Нет,Нет,Нет,23.0,8594431
383001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ СТРОИТЕЛЬСТВА""",Малое предприятие,1147746604004,7724922806,77 - г.Москва,,2016-01-08,Да,Нет,Нет,20.0,8567739
383018,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ СТРОИТЕЛЬСТВА""",Малое предприятие,1172225012057,2223616911,22 - Алтайский край,г Барнаул,2017-10-04,Нет,Нет,Нет,10.0,10157282
383088,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ""",Малое предприятие,1107606000061,7606076280,76 - Ярославская область,г Ярославль,2016-01-08,Нет,Нет,Нет,85.0,2555394
383105,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЕ ФАСАДНЫЕ СИСТЕМЫ""",Малое предприятие,1171832030908,1832147335,18 - Удмуртская Республика,г Ижевск,2018-10-01,Нет,Нет,Нет,52.0,10497113
383134,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОВРЕМЕННЫЙ ДОМ""",Малое предприятие,1077604004697,7604102400,76 - Ярославская область,г Ярославль,2016-01-08,Нет,Нет,Нет,40.0,3175366
